R---K--RPPQ--PPP--NBPN----PP-------p--------pn-pppp-qpp-rnb--rk-,wW,,b,d5c4
R---K--RPPQ--PPP--NBPN----pP----------------pn-pppp-qpp-rnb--rk-,wW,,w,d3c4
R---K--RPPQ-NPPP--NBP------P-------p--B------n--ppp-bpppr-bqrnk-,wW,,w,e1c1
R---K--RPPQ-NPPP--NBP------P-------p--B------n--pppnbpppr-bqr-k-,wW,,b,d7f8
R---K--RPPQ-PPBP--N--NP---PPn------------p--p---pbpp-ppprn-q-rk-,wW,,b,e4c3
R---K--RPPQ-PPBP--n--NP---PP-------------p--p---pbpp-ppprn-q-rk-,wW,,w,f3g5
R---K-NRPP-----P--N-nP----P-P--Q---Pp------p--p-ppp--pbprnb--rk-,wW,,w,e1e2
R---K-NRPPQ--PPP--NBP------P-------p--B------n--pppnbpppr-bq-rk-,wW,,b,f8e8
R---K-NRPPQ--PPP--NBP------P-------p--B------n--pppnbpppr-bqr-k-,wW,,w,g1e2
R---KB-RP----PPP-QP-PN-----P-------p-----------pppp-qpp-rnb--rk-,wW,,b,e7d6
R---KB-RP--Q-PPP-----N-----PP---------------p---pp---ppprnbq-rk-,wW,,w,f1b5
R---KB-RP--Q-PPP-----N-----PP---------------p---pp---ppprnbqk--r,wWbB,,b,e8g8
R---KB-RPP---PPP--N-BN----QPP-b---------------p-pppnppbprn-q-rk-,wW,,w,c4b3
R---KB-RPP---PPP--N-BN----QPP-b---------------p-pppnppbprn-q-rk-,wW,,w,f1e2
R---KB-RPP---PPP--N-BN----QPP-b--------------np-ppp-ppbprn-q-rk-,wW,,b,f6d7
R---KB-RPP---PPP-QN-BN-----PP-b---------------p-pppnppbprn-q-rk-,wW,,b,c7c5
R---KB-RPP---PPP-QN-PN-----P-B-----p-b----n-pn--pp---pppr--qkb-r,wWbB,,b,f8b4
R---KB-RPP-BPPPP-QN--N---bP-------n-------n-p---pp-p-pppr-bqk--r,wWbB,,w,b3c2
R---KB-RPP-BPPPP-QN--N---bP-n-----P-------n-p---pp-p-pppr-bqk--r,wWbB,,b,e4c5
R---KB-RPP-BPPPP-QN--N---bP-n-----P-------n-p---pp-p-pppr-bqk--r,wWbB,,b,e4d2
R---KB-RPP-QN-PP--N-BP----PPP-----------p-np-np--pp-ppbpr-bq-rk-,wW,,b,a8b8
R---KB-RPPP---PP--N--Q-----NPP--------B-p--ppn---p--bppprnbqk--r,wWbB,,b,d8c7
R---KB-RPPP---PP--N--Q-----NPP--------B-p--ppn---p--bppprnbqk--r,wWbB,,b,h7h6
R---KB-RPPP---PP--N--Q-----NPP--------B-p--ppn---pq-bppprnb-k--r,wWbB,,w,e1c1
R---KB-RPPP---PP--N--Q-----NPP--------B-p--ppn-p-p--bpp-rnbqk--r,wWbB,,w,g5h4
R---KB-RPPP---PP--N--Q-----NPP-B--------p--ppn-p-p--bpp-rnbqk--r,wWbB,,b,d8c7
R---KB-RPPP---PP--N--Q-----NPP-B--------p--ppn-p-p--bpp-rnbqk--r,wWbB,,b,g7g5
R---KB-RPPPQ--PP--N--------NPP--------B-pq-ppn---p---ppprnb-kb-r,wWbB,,b,b6b2
R---KB-RPPPQ--PP--N--N-----P-P----ppP-------p---pp-nqppprnb--rk-,wW,,b,b8c6
R---KB-RPPPQ--PP--N--N-----P-P----ppP-----n-p---pp-nqpppr-b--rk-,wW,,w,e1c1
R---KB-RPPPQ--PP--N-BP-----NP--------------p-np-pp--ppbprnbq-rk-,wW,,b,b8c6
R---KB-RPPPQ--PP--N-BP-----NP-------------np-np-pp--ppbpr-bq-rk-,wW,,w,e1c1
R---KB-RPPPQ--PP--N-BP-----NP-------------np-np-pp--ppbpr-bq-rk-,wW,,w,f1c4
R---KB-RPPPQ-PPP--N--------NP---------B---nppn--pp---pppr-bqkb-r,wWbB,,b,a7a6
R---KB-RPPPQ-PPP--N--------NP---------B---nppn--pp---pppr-bqkb-r,wWbB,,b,f8e7
R---KB-RPPPQ-PPP--N--------NP---------B---nppn--pp--bpppr-bqk--r,wWbB,,w,e1c1
R---KB-RPPPQ-PPP--N--------NP---------B-p-nppn---p---pppr-bqkb-r,wWbB,,w,e1c1
R---KB-RPPQ--PPP--N-PN----PP-------p--------pn-pppp-qpp-rnb--rk-,wW,,w,f1d3
R---KB-RPPQ--PPP--N-PN----PP-------p--B-----pn--pppnbpppr-bq-rk-,wW,,b,c7c5
R---KB-RPPQ--PPP--N-PN----PP------pp--B-----pn--pp-nbpppr-bq-rk-,wW,c5,w,c4d5
R---KB-RPPQ--PPP--N-PN----PPn------p--------p--pppp-qpp-rnb--rk-,wW,,b,e4f6
R---KB-RPPQBPPPP--N--N---bP-------n-------n-p---pp-p-pppr-bqk--r,wWbB,,b,f7f5
R---KB-RPPQBPPPP--N--N---bP-------n--p----n-p---pp-p--ppr-bqk--r,wWbB,f5,w,g2g3
R---KB-RPPQN-PPP--N-P----bPP----q--p--B---p-pn--pp-n-pppr-b--rk-,wW,,w,g5h4
R---KB-RPPQN-PPP--N-P----bPP----q--p--B---p-pn--pp-n-pppr-b-k--r,wWbB,,b,e8g8
R---KB-RPqPQ--PP--N--------NPP--------B-p--ppn---p---ppprnb-kb-r,wWbB,,w,a1b1
R---KBNRP-PB-PPP--P--------Pn-Q----pP-------p--pppp--pp-rnbq-k-r,wW,,w,d2c1
R---KBNRP-PB-PPP--P--------Pn-Q----pP-------p--pppp--pp-rnbqk--r,wWbB,,b,e8f8
R---KBNRP-PB-PPP--P--------Pn-Q----pP-------p--pppp--pp-rnbqk--r,wWbB,,b,g7g6
R---KBNRPP---Q-P--N-BPn---P-P--q---Pp------p--p-ppp--pbprnb--rk-,wW,,b,g3f1
R---KBNRPP-Q---P--N-BPP---P-P--q---Pp--n---p--p-ppp--pbprnb--rk-,wW,,b,h5g3
R---KBNRPP-Q---P--N-BPn---P-P--q---Pp------p--p-ppp--pbprnb--rk-,wW,,w,d2f2
R---KBNRPP-Q--PP--N-BP----P-P------Pp--n---p--p-ppp--pbprnbq-rk-,wW,,b,d8h4
R---KBNRPP-Q--PP--N-BP----P-P--q---Pp--n---p--p-ppp--pbprnb--rk-,wW,,w,g2g3
R---KBNRPP-QPPPP----------PPp---------B-------p-ppp-pp-prnbqkb-r,wWbB,,b,c7c5
R---KBNRPPPB-PPP--N-Q----b--P-------------n--n--pppp-pppr-bq-rk-,wW,,w,e1c1
R---KBNRPPPB-PPP--N-Q----b--P-------------n--n--pppp-pppr-bqk--r,wWbB,,b,e8g8
R---KBNRPPPQ-PPP--N------b-P-------q--------pp--ppp--p-prnb-k--r,wWbB,,b,d5a5
R---KnNRPP-----P--N-BP----P-P--Q---Pp------p--p-ppp--pbprnb--rk-,wW,,b,f1e3
R---KnNRPP---Q-P--N-BP----P-P--q---Pp------p--p-ppp--pbprnb--rk-,wW,,w,f2h4
R---QRK-PPP-B-PP--N-B------NPP----------p-nppn---pq-bpppr-b-k--r,bB,,b,e8g8
R---R-K--P-N-P-P-BPQB-PqP--P--b--p-n----p-pbr--------ppp-----rk-,,a4,b,h3h5
R---R-K-PP-N-P-P-BPQB-Pq---P--b--p-n----p-pb---------ppp----rrk-,,,b,e8e6
R---R-K-PP-N-P-P-BPQB-Pq---P--b--p-n----p-pbr--------ppp-----rk-,,,w,a2a4
R---R-K-PPP-QPPP--N--------B--------P-----p-----p-ppbpppr-bq-rk-,,,b,c6c5
R---R-K-PPP-QPPP--N-B------N--------P-----p-n---p-ppbpppr-bq-rk-,,,b,e6d4
R---R-K-PPP-QPPP--N-B------n--------P-----p-----p-ppbpppr-bq-rk-,,,w,e3d4
R--Q--K-PP---PPP----------B-R------P--N----p----ppp-npppr-bq-rk-,,,w,g5h7
R--Q--K-PP---PPP----------B-R------P--N----p----ppp-npppr-bqk--r,bB,,b,e8g8
R--Q--K-PP---PPP-----N----B-R------P--B----p-b--ppp-npppr-bqk--r,bB,,b,f6g5
R--Q--K-PP---PPP-----N----B-R------P--b----p----ppp-npppr-bqk--r,bB,,w,f3g5
R--Q-RK-P----PPP--N--N----BPP---n-----B--b-p----ppp--pppr-bqk-nr,bB,,b,f7f6
R--Q-RK-P----PPP--N--N----BPP---n-----B--b-p-p--ppp---ppr-bqk-nr,bB,,w,g5e3
R--Q-RK-P---N-PP----BP----BPP-b-----------n---p-pp--ppbpr--q-rk-,,,b,c6a5
R--Q-RK-P---N-PP----BP----BPP-b-n-------------p-pp--ppbpr--q-rk-,,,w,c4d3
R--Q-RK-P---N-PP---BBP-----PP---n-----------b-p-pp--ppbpr--q-rk-,,,w,d4d5
R--Q-RK-P---N-PP---BBP-----PP-b-n-------------p-pp--ppbpr--q-rk-,,,b,g4e6
R--Q-RK-P---N-PP--P-BP----BPP-b---p-------n---p-pp--ppbpr--q-rk-,,,b,c6a5
R--Q-RK-P---N-PP--P-BP----BPP-b-n-p-----------p-pp--ppbpr--q-rk-,,,w,c4f7
R--Q-RK-P---NPPP----B-----BPP-------------n---p-pp--ppbpr-bq-rk-,,,b,c8g4
R--Q-RK-P---NPPP----B-----BPP-b-----------n---p-pp--ppbpr--q-rk-,,,w,f2f3
R--Q-RK-P---NPPP--P-B-----BPP-----p-------n---p-pp--ppbpr-bq-rk-,,,b,c5d4
R--Q-RK-P---NPPP--P-B-----BPP-----p-------n---p-pp--ppbpr-bq-rk-,,,b,c8g4
R--Q-RK-P---NPPP--P-B-----BPP-b---p-------n---p-pp--ppbpr--q-rk-,,,w,f2f3
R--Q-RK-P---NPPP--P-B-----BpP-------------n---p-pp--ppbpr-bq-rk-,,,w,c3d4
R--Q-RK-P-P--PPP--PP-N------P----B--p-B---np-n--ppp--pppr-bq-rk-,,,b,d8e7
R--Q-RK-P-P--PPP--PP-N------P----B--p-B---np-n--ppp-qpppr-b--rk-,,,w,f1e1
R--Q-RK-PP----PP-NNPB-------P---n----P-----p-np-pp--ppbpr--q-rk-,,,b,d6d5
R--Q-RK-PP--B-PP--N-BN----PP--------Pb---nn-p---pppq-ppp--kr-b-r,,,b,f8e7
R--Q-RK-PP--PPBP--N--NP----P------pp--B---n--n--pp--bpppr-bq-rk-,,,b,c8e6
R--Q-RK-PP--PPBP--N--NP----P------pp--B---n-bn--pp--bpppr--q-rk-,,,w,a1c1
R--Q-RK-PPP---PP-NNBB-----b-P---n----P-----p-np-pp--ppbpr--q-rk-,,,b,c4d3
R--Q-RK-PPP---PP-NNbB-------P---n----P-----p-np-pp--ppbpr--q-rk-,,,w,c2d3
R--Q-RK-PPP--PPP--NP-----b--P--N-B--p-B----p-n--ppp-npppr-bq-rk-,,,b,c7c6
R--Q-RK-PPP--PPP--NP-----b--P--N-B--p-B---pp-n--pp--npppr-bq-rk-,,,w,b5c4
R--Q-RK-PPP--PPP--NP-----bB-P--N----p-B---pp-n--pp--npppr-bq-rk-,,,b,d6d5
R--Q-RK-PPP--PPP--NP-----bB-P--N---pp-B---p--n--pp--npppr-bq-rk-,,,w,c4b3
R--Q-RK-PPP--PPP--NP-N---b--P----B--p-B----p-n--ppp-npppr-bq-rk-,,,w,f3h4
R--Q-RK-PPP--PPP--NP-N---b--P----B--p-B---np-n--ppp--pppr-bq-rk-,,,b,b4c3
R--Q-RK-PPP--PPP--NP-N---b--P----B--p-B---np-n--ppp--pppr-bq-rk-,,,b,c6e7
R--Q-RK-PPP--PPP--NP-N---b--P----B--p-B---np-n--ppp--pppr-bq-rk-,,,b,c8e6
R--Q-RK-PPP--PPP--bP-N------P----B--p-B---np-n--ppp--pppr-bq-rk-,,,w,b2c3
R--Q-RK-PPP--PPP-BNP-----b--P--N---pp-B---p--n--pp--npppr-bq-rk-,,,b,d8d6
R--Q-RK-PPP-B-PP--N-B------NPP------------np-np-pp--ppbpr-bq-rk-,,f4,b,d8b6
R--Q-RK-PPP-B-PP--N-B------NPP------------nppn--pp--bpppr-bq-rk-,,f4,b,c8d7
R--Q-RK-PPP-B-PP--N-B------NPP------------nppn--pp-bbpppr--q-rk-,,,w,d4b3
R--Q-RK-PPP-B-PP--N-B------NPP-----------qnp-np-pp--ppbpr-b--rk-,,,w,e4e5
R--Q-RK-PPP-B-PP--N-B------NPP----------p-nppn---pq--pppr-b-kb-r,bB,,b,f8e7
R--Q-RK-PPP-B-PP--N-B------NPP----------p-nppn---pq-bpppr-b-k--r,bB,,w,d1e1
R--Q-RK-PPP-B-PP--N-B-----b-P---N----P-----p-np-pp--ppbpr--q-rk-,,,b,c4e2
R--Q-RK-PPP-B-PP-NN-B-------P---n----P-----pbnp-pp--ppbpr--q-rk-,,,b,e6c4
R--Q-RK-PPP-B-PP-NN-B-------PP------------npbnp-pp--ppbpr--q-rk-,,f4,b,c6a5
R--Q-RK-PPP-B-PP-NN-B-------PP------------npbnp-pp--ppbpr--q-rk-,,f4,b,d8c8
R--Q-RK-PPP-B-PP-NN-B-------PP--n----------pbnp-pp--ppbpr--q-rk-,,,w,f4f5
R--Q-RK-PPP-B-PP-NN-B-----b-P---n----P-----p-np-pp--ppbpr--q-rk-,,,w,b3a5
R--Q-RK-PPP-B-PP-NN-B-----b-P---n----P-----p-np-pp--ppbpr--q-rk-,,,w,e2d3
R--Q-RK-PPP-BPPP--N--N------P-----p---B---np-n--pp--bpppr-bq-rk-,,,b,c8e6
R--Q-RK-PPP-BPPP--N--N------P-----p---B---npbn--pp--bpppr--q-rk-,,,w,f1e1
R--Q-RK-PPP-BPPP--N-B------NP-------------np-np-pp--ppbpr-bq-rk-,,,w,d1d2
R--Q-RK-PPP-BPPP--N-B------NP-------------np-np-pp--ppbpr-bq-rk-,,,w,d4b3
R--Q-RK-PPP-BPPP--N-B------NP-------------np-np-pp--ppbpr-bq-rk-,,,w,f2f4
R--Q-RK-PPP-BPPP--N-B------NP-------------np-np-pp--ppbpr-bqk--r,bB,,b,e8g8
R--Q-RK-PPP-BPPP--N-B------NP-------------nppn--pp--bpppr-bq-rk-,,,w,f2f4
R--Q-RK-PPP-BPPP--N-B------NP-------------nppn--pp--bpppr-bqk--r,bB,,b,e8g8
R--Q-RK-PPP-BPPP-NN-B-------P-------------np-np-pp--ppbpr-bq-rk-,,,b,a7a5
R--Q-RK-PPP-BPPP-NN-B-------P-------------np-np-pp--ppbpr-bq-rk-,,,b,c8e6
R--Q-RK-PPP-BPPP-NN-B-------P-------------npbnp-pp--ppbpr--q-rk-,,,w,f2f4
R--Q-RK-PPP-b-PP--N-B-------P---N----P-----p-np-pp--ppbpr--q-rk-,,,w,d1e2
R--Q-RK-PPPNBPPP------------q----N--------n-----pppp-pppr-bk--nr,,,b,e4g6
R--QK--RPP---PPP--NBPN-----P-------P--B--p--pn--pbp-bppprn-q-rk-,wW,,b,e6d5
R--QK--RPP---PPP--NBPN-----P-------p--B--p---n--pbp-bppprn-q-rk-,wW,,w,f3e5
R--QK--RPP---PPP--NBPN----PP-------p--B--p--pn--p-p-bppprnbq-rk-,wW,,b,c8b7
R--QK--RPP---PPP--NBPN----PP-------p--B--p--pn--pbp-bppprn-q-rk-,wW,,w,c4d5
R--QK--RPP--B-PP--N-BN----PP--------Pb---nn-p---pppq-ppp--kr-b-r,wW,,w,e1g1
R--QK--RPP--B-PP--N-BN----PP--------Pb---nn-p---pppq-pppr---kb-r,wWbB,,b,e8c8
R--QK--RPP--BPPP--N--N----P-P------Pp-B----p-np-pppn-pbpr-bq-rk-,wW,,b,h7h6
R--QK--RPP--BPPP--N--N----P-P------Pp-B----p-npppppn-pb-r-bq-rk-,wW,,w,g5h4
R--QK--RPP--BPPP--N--N----P-P--B---Pp------p-npppppn-pb-r-bq-rk-,wW,,b,g6g5
R--QK--RPP--BPPP--N--N----P-P--B---Pp-p----p-n-ppppn-pb-r-bq-rk-,wW,,w,h4g3
R--QK--RPP--BPPP--N--NB---P-P------Pp-p----p-n-ppppn-pb-r-bq-rk-,wW,,b,f6h5
R--QK--RPP--BPPP--N--NB---P-P------Pp-pn---p---ppppn-pb-r-bq-rk-,wW,,w,h2h4
R--QK--RPPP--PPP--N-------BNP---------B-p--p-n---p-nppppr-bqkb-r,wWbB,,b,d8a5
R--QK--RPPP--PPP--N-------BNP---q-----B-p--p-n---p-nppppr-b-kb-r,wWbB,,w,d1d2
R--QK--RPPP--PPP--N-B-----BNP-------------nppn--pp---pppr-bqkb-r,wWbB,,b,f8e7
R--QK--RPPP--PPP--N-B-----BNP-------------nppn--pp--bpppr-bqk--r,wWbB,,w,d1e2
R--QK--RPPP--PPP-BN-B------NP-------------nppn--pp--bpppr-bq-rk-,wW,,w,f2f4
R--QK--RPPP--PPP-BN-B------NP-------------nppn--pp--bpppr-bqk--r,wWbB,,b,e8g8
R--QK--RPPP-BPPP--N-B------NP--------------p-np-pp--ppbprnbqk--r,wWbB,,b,b8c6
R--QK--RPPP-BPPP--N-B------NP-------------np-np-pp--ppbpr-bqk--r,wWbB,,w,d1d2
R--QK--RPPP-BPPP--N-B------NP-------------np-np-pp--ppbpr-bqk--r,wWbB,,w,d4b3
